"","site_id","uid","comid","date_col","ag_eco9","lat_dd83","lon_dd83","area_ha","tp_ug","nitrate_mg","nitrate_nitrite_mg","nitrite_mg","ammonia_mg","tn_ug","doc_mg","toc_mg","site_depth","chla_ug","secchi_m","lake_nhdid","lagoslakeid","year","lake_connectivity_permanent","lake_maxdepth_m","w.arch1","w.arch2","w.arch3","w.arch4","w.arch5","w.arch6","w.arch7","max.arch","w.max.arch"
"1457","NLA17_NH-10004",2011105,9342959,"7/12/2017","NAP",42.73345,-72.10314,53.36929,39.2375,4e-04,NA,0,0.009,669,7.19,NA,3.2,36.8,1.575,NA,5934,2017,"Drainage",1.52392563242914,0.221110190583295,0.157040966628509,0,0.0278620678317412,0.220934490253656,0.243833756890324,0.129227556442109,6,0.243833756890324
"1458","NLA17_MI-10017",2010311,12144192,"6/21/2017","UMW",42.78404,-85.11544,36.97648,13.61875,4.1976,NA,0,0.025,4450,5.28,NA,11.2,4.26,2.85,NA,59464,2017,"Drainage",11.3,0.468786016406354,0,0.109488398644299,0,0.412161206897169,0,0.00957766743515301,1,0.468786016406354
"1459","NLA12_NH-115",1000130,9315191,"8/7/2012","NAP",43.80812429,-71.11845765,20.35454689,12,0.002,0.002,0,0.0073,248,3.4,NA,4.3,1.984,NA,"129969144",5948,2012,"Headwater",3.04785126485827,0.00195985185121302,0.24355216400657,0.0980213473616777,0.120507129181167,0.234670885478257,0.301289032916249,0,6,0.301289032916249
"1460","NLA17_MN-10047",2010596,4857291,"7/25/2017","UMW",46.4289,-94.12349,9.634322,19.5675,0,NA,0,0.01,560,4.93,NA,4.8,5.15,2.8,NA,59729,2017,"Isolated",NA,0,0.173291691025419,0.483624240303269,0,0.170744234696973,0.172363019192993,0,3,0.483624240303269
"1461","NLA17_NH-10052",2011137,6739062,"7/19/2017","NAP",43.36766,-71.24469,34.1074,21.38625,0,NA,0,0.005,433,5.97,NA,2.5,15.47,1.475,NA,5993,2017,"DrainageLk",4.57177689728741,0.173186884356662,0.111035856817306,0,0.0723854619258854,0.269646987936628,0.255307176183013,0.118442972281441,5,0.269646987936628
"1462","NLA17_NH-10063",2011071,6729131,"6/29/2017","NAP",43.87760186,-71.75199836,20.1103754,20.32375,5e-04,NA,0,0.007,371,4.12,NA,7.6,9.07,1.2,NA,6006,2017,"Drainage",7.61962816214569,0.28717835920926,0.0705320766488704,0,0,0.120291203684682,0.480025633149617,0.0420058200801851,6,0.480025633149617
"1463","NLA17_NH-10066",2011404,6738926,"8/30/2017","NAP",43.48232531,-71.30329055,32.74688356,15.77125,0,NA,0,0.009,293,4.69,NA,11.1,12.75,2.55,NA,6012,2017,"Drainage",12.1914050594331,0.19600926679036,0.0780809456148988,0,0,0.217773303571406,0.431398807804534,0.0767473150240717,6,0.431398807804534
"1464","NLA17_NH-10001",2011224,9315177,"7/27/2017","NAP",43.83668,-71.09323,12.01846,17.6775,2e-04,NA,0,0.011,225,3.23,NA,4.5,14.08,2.15,NA,6016,2017,"DrainageLk",6.09570252971655,0.301164171089669,0.0817877156957201,0,0,0.148882794881889,0.430568493360111,0.0376313635448949,6,0.430568493360111
"1465","NLA17_ME-10042",2010513,2684424,"7/17/2017","NAP",44.4387,-69.15053,33.03152,27.94875,6e-04,NA,0,0.011,551,10.64,NA,2.4,9.68,1.525,NA,60174,2017,"DrainageLk",2.74320006370544,0.36906076370695,0.112911278925414,0,0.00720008292068086,0.24636154844987,0.264489244682145,0,1,0.36906076370695
"1466","NLA17_NH-10067",2011358,9311489,"8/23/2017","NAP",44.08673463,-71.00934545,67.35465331,6.0975,0,NA,0,0.009,293,5.39,NA,6.3,2.99,3.35,NA,6034,2017,"DrainageLk",6.09570252971655,0.29555339568148,0.12102998838482,0,0,0.132471469454814,0.450963888806774,0,6,0.450963888806774
"1467","NLA17_IN-10142",2011343,18475935,"8/18/2017","TPL",39.85374,-86.1305,3.110684,102.07,0.0105,NA,0.002,0.042,1064,7.33,NA,3.8,30.22,1.35,NA,60629,2017,"Drainage",NA,0.632717717090069,0.0587848697586011,0.154740038455868,0.133568139655909,0,0.020189665842263,0,1,0.632717717090069
"1468","NLA17_MO-HP004",2010211,5813683,"6/8/2017","TPL",40.17059749,-92.65559555,252.5045,13.7775,0,NA,0,0.012,453,5.14,NA,10.2,5.58,1.6,NA,6065,2017,"Drainage",12.19,0.465330110493361,0,0.179434022891597,0.111020196053942,0,0.244219306992314,0,1,0.465330110493361
"1469","NLA17_MO-10004",2010666,7387259,"8/2/2017","SAP",37.87141,-93.28361,3371.815,24.685,0,NA,0,0.02,690,4.79,NA,14.7,12.93,1.57,NA,6076,2017,"Drainage",26.82,0.631907947961604,0,0.0444294974548007,0.215015792062586,0,0.0993018352826263,0.00936118080679701,1,0.631907947961604
"1470","NLA17_NH-10006",2011257,9315085,"8/2/2017","NAP",43.96937049,-71.13569463,47.5243835,8.0075,1e-04,NA,0,0.014,279,2.95,NA,13.5,2,3.45,NA,6096,2017,"DrainageLk",15.2392563242914,0.278587793892525,0.0923608256856752,0,0,0.196143955703694,0.387669674979201,0.0452680121450814,6,0.387669674979201
"1471","NLA17_VT-10009",2011096,4573665,"7/11/2017","NAP",44.08631378,-72.29345053,2.254298004,6.88125,0.0053,NA,0,0.013,175,1.59,NA,1.1,0.33,1.1,NA,61221,2017,"Drainage",NA,0.382445145787216,0.0330904354849903,0,0,0.0871455564563178,0.439667865629427,0.0576761228735383,6,0.439667865629427
"1472","NLA12_MA-104",8497,6743322,"9/12/2012","NAP",42.69394175,-71.37031557,66.35108379,25,0.003,0.003,0,0.03,739,4.29,NA,7.8,33.76,0.85,"135912791",6141,2012,"Drainage",7.6,0.215818934648734,0.292376797209544,0,0.142632532268093,0.172069683029935,0.177101066284411,0,2,0.292376797209544
"1473","NLA12_MN-R12",7419,22328643,"7/25/2012","UMW",47.18720256,-95.18406203,2.695120376,25,0.005,0.005,0,0.011,668,7.14,NA,NA,NA,2.51,"47726677",61784,2012,"Isolated",2.5,0,0.089915376187534,0.487821171884303,0,0.218766860091672,0.20353063780896,0,3,0.487821171884303
"1474","NLA17_MO-HP003",2010216,2931309,"6/9/2017","TPL",39.34170139,-91.15320109,19.66697,27.92125,0,NA,0,0.014,580,5.73,NA,16,8.96,1.45,NA,6181,2017,"Isolated",22.5,0.522377148463191,0,0.112635333415803,0.246261940876399,0,0.118778613454124,0,1,0.522377148463191
"1475","NLA17_SD-10088",2010602,4083582,"7/26/2017","TPL",45.0889,-96.46497,13.57395,182.55125,0,NA,0,0.076,2188,21.41,NA,1.2,9.44,1.2,NA,61820,2017,"Isolated",NA,0,0,0.605027758834006,0.164189303931714,0.230807167914704,0,0,3,0.605027758834006
"1476","NLA17_MO-10039",2010938,879026,"9/19/2017","TPL",38.80011,-90.7975,28.3521,38.1825,0.0019,NA,0,0.014,646,4.29,NA,7.3,18.08,1.19,NA,6186,2017,"Headwater",NA,0.445596861854589,0,0.172664471934787,0.381761566367083,0,0,0,1,0.445596861854589
"1477","NLA17_MO-10002",2011226,2529647,"7/27/2017","TPL",39.41431,-94.49779,3008.069,38.24125,0,NA,0,0.01,761,4.7,NA,6,26.08,0.885,NA,6199,2017,"Drainage",32.3,0.530554225843915,0,0.216180445639859,0.253282488311582,0,0,0,1,0.530554225843915
"1478","NLA17_NY-10017",2010852,22295356,"9/4/2017","NAP",43.23406,-74.43414,9.380315,3.84715,0,NA,0,0.008,209,3.99,NA,11.2,0.71,5.95,NA,62304,2017,"Headwater",NA,0.0558358737436914,0.122799913624645,0.123384347065407,0.0144617009618374,0,0.683525047022165,0,6,0.683525047022165
"1479","NLA17_NH-10891",2010694,9315167,"8/8/2017","NAP",43.83993817,-71.22322397,48.5873581,5.74125,0,NA,0,0.014,208,2.88,NA,14.2,2.26,4.805,NA,6239,2017,"Headwater",12.1914050594331,0,0.181378555869082,0,0.160467243314586,0.14601307132303,0.373843175438647,0.138310923990188,6,0.373843175438647
"1480","NLA17_MI-10095",2010977,13007922,"6/1/2017","TPL",43.39358,-83.41718,2.242593,6.2,4e-04,NA,0,0.008,454,6.27,NA,10.2,2.32,5.1,NA,62553,2017,"Isolated",NA,0,0.230299294468176,0.350678548045716,0.0770858359254246,0.311936639554352,0.0300166765065748,0,3,0.350678548045716
"1481","NLA12_IN-112",8409,18464098,"9/5/2012","TPL",39.72076713,-86.72022287,124.1815738,59,0.003,0.003,0,0.01,765,4.08,NA,10.7,33.12,0.75,"145163121",62699,2012,"Drainage",10.7,0.576000305685798,0,0.113647950282096,0.255501667955205,0,0.05486498262645,0,1,0.576000305685798
"1482","NLA12_MI-113",1000168,12132036,"8/22/2012","UMW",43.62015035,-85.28522778,88.64700506,75,0,0,0,0.0075,436,4.24,NA,15.5,2.917333333,4.075,"121860154",628,2012,"DrainageLk",15.24,0,0.258098346695078,0.25022857236726,0,0.334190557821284,0.15752450464167,0,5,0.334190557821284
"1483","NLA12_NH-109",7295,6764310,"7/19/2012","NAP",42.99011487,-72.07432508,70.28488728,7,0,0,0,0.021,125,1.94,NA,18.9,0.6112,7.65,"135999199",6296,2012,"Isolated",21.3349588540079,0.228831153916511,0.140271215843184,0.0442676892315156,0.00274262254068245,0.0516961702516825,0.53218569795541,0,6,0.53218569795541
"1484","NLA12_MO-106",8554,167166315,"9/13/2012","SAP",36.91927707,-90.31725137,2844.071472,110,0.002,0.002,0,0.006,1126,3,NA,4.6,66.6,0.5,"120032495",6303,2012,"DrainageLk",14.33,0.600553316989539,0,0,0.153304085611819,0,0.246176610933493,0,1,0.600553316989539
"1485","NLA17_NH-10917",2010401,4593783,"6/28/2017","NAP",44.05239264,-71.89091011,39.85812807,15.7975,5e-04,NA,0,0.008,366,4.62,NA,2,2.97,2,NA,6319,2017,"Headwater",1.52392563242914,0.136213197983875,0.100953412919067,0.0549148546555346,0,0.023586456806298,0.541065727956026,0.143266977479858,6,0.541065727956026
"1486","NLA17_NH-10999",2010612,4591991,"7/27/2017","NAP",45.23823385,-71.20104337,91.87509717,2.91625,1e-04,NA,0,0.006,149,3.67,NA,30.1,1.8,4.45,NA,6327,2017,"Drainage",30.4785126485827,0.176860927629668,0.00409512923038788,0,0.0662784332162574,0.0366077829929551,0.648979305432723,0.0671784064809816,6,0.648979305432723
"1487","NLA12_MI-114",7002,13173339,"7/6/2012","UMW",42.51653009,-83.79679212,63.78462006,51,0,0,0,0.011,659,7.09,NA,6.5,11.2,2.3,"145332736",6338,2012,"DrainageLk",6.096,0.169226350298435,0.000638094042132758,0.246043527126937,0.0574321356877523,0.478129751298669,0.0320637965009036,0.0164606817876298,5,0.478129751298669
"1488","NLA17_NJ-10010",2010686,4489374,"8/8/2017","CPL",39.93496,-74.92394,3.396095,146.3525,0,NA,0,0.021,1558,5.88,NA,2.1,110,0.325,NA,63454,2017,"Headwater",NA,0.0778335163331262,0.562200103360578,0.175358571301206,0.156901118313718,0,0.0277191577961077,0,2,0.562200103360578
"1489","NLA12_MI-145",1000172,12131744,"8/23/2012","UMW",43.7979845,-85.31301037,35.79299385,29,0.002,0.002,0,0.014,779,9.45,NA,12,5.824,3.015,"121859697",6361,2012,"Headwater",12.2,0,0.0353211437210126,0.244216055745134,0.0455885550701014,0.560200361307175,0.114685546551319,0,5,0.560200361307175
"1490","NLA12_IN-147",7633,18474507,"8/2/2012","TPL",40.15369416,-85.64595131,1.956428257,411,0,0,0,0.023,2256,5.62,NA,1,72,0.19,"90108641",63799,2012,"Drainage",1,0.336496665093029,0,0.313638106375759,0.268670688412428,0.037817222244444,0.0260285443031677,0.0173489854023067,1,0.336496665093029
"1491","NLA17_IL-10002",2011095,6961999,"7/11/2017","TPL",40.98745,-90.39981,42.64362,58.55125,1.0597,NA,0.009,0.017,2441,3.77,NA,7,50.72,1.05,NA,6422,2017,"Drainage",10.0584,0.523885460880412,0,0.267994247351448,0.207155018810153,0,0.000986528410855732,0,1,0.523885460880412
"1492","NLA17_CT-10001",2010341,6160981,"6/22/2017","NAP",41.92421,-72.21896,19.46022,17.0125,0.0012,NA,0,0.02,395,6.08,NA,2.15,2.84,2.09,NA,6441,2017,"Drainage",2.4,0.333663778197854,0.130914536085293,0,0,0.201883265156971,0.333558901999188,0,1,0.333663778197854
"1493","NLA17_IL-10004",2011069,13583718,"6/29/2017","TPL",40.51208,-90.14863,72.90325,14.6175,0,NA,0,0.008,398,3.85,NA,14.9,3.15,2.55,NA,6445,2017,"Drainage",12.8016,0.324312988128114,0,0.282013564796767,0.297993765645686,0,0.0956919774346808,0,1,0.324312988128114
"1494","NLA12_IL-123",8764,14785739,"9/25/2012","TPL",41.64802026,-87.89932476,85.09548674,384,0,0,0,0.017,4606,13.18,NA,1.7,234.4,0.16,"109991636",6469,2012,"Isolated",4.572,0.284344662022567,0,0.241499397314876,0.278869245926223,0.147797128224727,0.0474895898625093,0,1,0.284344662022567
"1495","NLA17_OH-10038",2010354,19390726,"6/27/2017","SAP",40.24381,-81.22176,669.1912,27.845,0,NA,0,0.006,873,3.4,NA,6.1,42.08,0.55,NA,647,2017,"Drainage",11.26,0.43411835471643,0,0,0.15660309857904,0,0.339191818461644,0.070122314673121,1,0.43411835471643
"1496","NLA12_IL-106",7282,14769830,"7/19/2012","TPL",42.37464061,-88.13351269,154.8025399,62,0,0,0,0.013,1188,10.06,NA,8.7,59.36,0.71,"121625003",6473,2012,"DrainageLk",9.144,0.438795101050303,0,0.180307342802931,0.121981148011631,0.229887789090923,0.00306668189022536,0.0259645279596631,1,0.438795101050303
"1497","NLA17_IL-10013",2010223,13570445,"6/12/2017","TPL",40.20011,-88.37851,11.48355,50.1725,0,NA,0,0.008,771,4.46,NA,3.4,20.16,0.875,NA,6522,2017,"Isolated",6.7056,0.417516429397325,0,0.318068542122553,0.229744274958626,0.0154065968321656,0.019266113895114,0,1,0.417516429397325
"1498","NLA17_MN-10017",2010830,6635422,"8/29/2017","TPL",46.12736,-96.13317,13.55618,93.97625,0,NA,0,0.024,2730,18.78,NA,2.8,51.2,0.25,NA,65238,2017,"Isolated",2,0,0,0.543483488158525,0.0754799419935362,0.381061619168901,0,0,3,0.543483488158525
"1499","NLA12_PA-113",7982,9051389,"8/15/2012","NAP",41.62272558,-80.30498498,373.9032105,13,0.04,0.016,NA,0.03,310,4.15,NA,12.8,5.65,3.3,"127356291",6531,2012,"Drainage",21,0.459000535988528,0,0.0151250213780314,0.230991878386236,0.129806736449257,0.165083756610841,0,1,0.459000535988528
"1500","NLA17_MO-10001",2010262,2986560,"6/15/2017","TPL",37.80796,-94.20671,11.75486,83.0125,0.0684,NA,0.001,0.053,969,5.81,NA,3.1,19.52,0.335,NA,65328,2017,"Isolated",2.8,0.479752669473302,0.0159701227321041,0.170241810532852,0.290131725918464,0,0.0439002934908623,0,1,0.479752669473302
"1501","NLA17_IN-10053",2011043,12265382,"6/26/2017","UMW",41.35309,-85.44887,11.72737,62.285,0.6043,NA,0,0.084,1913,9.47,NA,8.7,20.96,1.15,NA,654,2017,"DrainageLk",6.5,0.45175709110431,0.0203376235857852,0.0533110273767396,0.0257280600128334,0.4376992179382,0.0111626146671087,0,1,0.45175709110431
"1502","NLA17_IL-10009",2011106,13604166,"7/12/2017","TPL",40.63115,-89.74544,19.09865,59.466,0.0137,NA,0,0.146,878,4.81,NA,7.3,3.27,3.75,NA,6573,2017,"DrainageLk",9.5,0.496034732343701,0,0.189884788075007,0.263825534588463,0,0.0502863963994972,0,1,0.496034732343701
"1503","NLA17_NY-10014",2010839,15448106,"8/30/2017","NAP",44.73604,-74.06547,16.83148,29.9525,0,NA,0,0.015,501,16.12,NA,4.5,6.22,0.45,NA,65775,2017,"DrainageLk",4.8,0.294746447653633,0,0,0,0.373110692871743,0.329457001463453,0.00272213817131277,5,0.373110692871743
"1504","NLA12_CT-118",7224,6148083,"7/17/2012","NAP",41.77454096,-71.88798099,25.5197079,5,0.002,0.002,0,0.021,255,2.6,NA,9.2,2.112,4.35,"122356531",6578,2012,"Drainage",9.14355379457482,0.217879416205407,0.256593225157397,0,0.121120813272451,0.189987809960497,0.214432114482889,0,2,0.256593225157397
"1505","NLA17_OH-10005",2010563,15417707,"7/24/2017","SAP",39.65347,-82.47378,47.7416,30.965,0.0143,NA,0.001,0.016,519,3.27,NA,8,5.71,0.85,NA,65818,2017,"Headwater",7.3,0.411354146179971,0,0.072672636080448,0.180967552593516,0,0.329598893220672,0.0054331312125109,1,0.411354146179971
"1506","NLA17_CT-10005",2010234,6161203,"6/13/2017","NAP",41.84052,-72.10979,33.91858,15.0475,0,NA,0,0.01,373,3.18,NA,3.85,2,3.6,NA,6582,2017,"Drainage",4.26699177080158,0.243495018134031,0.146708716556249,0,0.0863583499246222,0.204999979254475,0.318445495834937,0,6,0.318445495834937
"1507","NLA12_CT-105",8500,7711148,"9/12/2012","NAP",41.89704559,-73.44712926,10.59169184,69,0.002,0.002,0,0.0076,763,3.85,NA,6.3,26.08,1.1,"122972901",6590,2012,"Headwater",6.3,0,0.136369155424992,0.142589582620224,0.156796024766347,0.047332126329855,0.483561086147692,0.0333484524637348,6,0.483561086147692
"1508","NLA12_IL-R01",6518,11867374,"6/11/2012","SAP",37.47735207,-88.32742822,12.02754764,21,0,0,0,0.0037,261,3.34,NA,NA,NA,2.385,"40199671",6618,2012,"Isolated",5,0.446814215246248,0,0,0.288469272234953,0,0.264786254883126,0,1,0.446814215246248
"1509","NLA17_PA-10005",2010306,4648254,"6/21/2017","SAP",40.11238,-75.86381,63.19608,48.26,0.0982,NA,0.003,0.032,878,5.12,NA,4.8,21.07,0.85,NA,6635,2017,"Drainage",9.144,0.296182130665601,0,0,0.233307250763753,0.123294076656732,0.304981901008628,0.0422331088270396,6,0.304981901008628
"1510","NLA17_ME-10018",2011302,5202374,"8/10/2017","NAP",44.0685677,-69.28787409,33.70013692,26.4875,0.0323,NA,0.004,0.024,450,6.66,NA,3,4.05,2.185,NA,66408,2017,"Drainage",3.35279989242554,0.173114645927119,0.146234701945858,0,0.155624611963293,0.304320830200823,0.220726486413232,0,5,0.304320830200823
"1511","NLA12_WI-113",1000039,6866469,"7/5/2012","UMW",43.81355964,-89.30356704,7.476834304,12,NA,1.09,NA,0.034,1670,3.9,4.3,15.5,2.48,4.8,"155443868",66664,2012,"Isolated",15.5,0,0.138731544183002,0.323239590083273,0.0707102342712395,0.38222429120797,0.085100210475203,0,5,0.38222429120797
"1512","NLA17_IN-10138",2010594,20097217,"7/26/2017","TPL",40.4347,-86.16207,4.928745,21.4475,0,NA,0,0.013,518,3.49,NA,2.4,6.38,1.65,NA,66914,2017,"Drainage",NA,0.112498819255969,0,0.276692912076785,0.424661215498128,0.162014812190449,0,0.0241368943110945,4,0.424661215498128
"1513","NLA12_SD-158",7107,4083218,"7/11/2012","TPL",45.23398781,-96.5208005,109.7816821,610,0,0,0,0.019,1784,13.61,NA,3,17.28,0.475,"122549167",67062,2012,"Isolated",3,0.137129088379199,0,0.54443112715824,0.0768236268480068,0.241620282770456,0,0,3,0.54443112715824
"1514","NLA17_MI-10003",2011014,9018829,"6/13/2017","UMW",42.37793,-86.0448,109.073,17.08125,0,NA,0,0.015,670,7.24,NA,8.5,6.72,3.05,NA,671,2017,"Drainage",9.14355379457482,0.0156038518249875,0.186452875881981,0.0938634483925582,0.027577470340129,0.558623216140357,0.115585938210676,0.00228680841622613,5,0.558623216140357
"1515","NLA17_CT-10002",2010774,7709574,"8/17/2017","NAP",42.02182,-73.48257,61.41493,7.96375,0,NA,0,0.007,175,1.78,NA,10.5,1.7,5.8,NA,6729,2017,"Drainage",10.7,0.242399346702369,0,0,0.107490117974246,0.159685611288743,0.441811827215084,0.0486114319987037,6,0.441811827215084
"1516","NLA17_ME-10038",2011359,2679068,"8/23/2017","NAP",44.65505172,-68.07819304,14.5336506,15.37875,0,NA,0,0.015,448,10.95,NA,3.9,10.8,1.25,NA,67470,2017,"Drainage",4,0.308514857561404,0.112005857485019,0,0,0.203123576091404,0.334657120889246,0.0417240709166519,6,0.334657120889246
"1517","NLA12_IL-R03",6571,11867362,"6/13/2012","SAP",37.48284122,-88.32581739,5.060625632,24,0.001,0.001,0,0.0048,409,4.77,NA,NA,NA,1.43,"40199640",6751,2012,"Isolated",5,0.394329580082646,0,0,0.379144890871479,0,0.226572813037727,0,1,0.394329580082646
"1518","NLA17_PA-10001",2010593,4690013,"7/26/2017","SAP",40.36051,-78.10971,3347.381,9.42125,0.7546,NA,0.004,0.02,1146,2.69,NA,31,4.84,3.15,NA,6756,2017,"DrainageLk",28,0.509716004741082,0.0441053759831512,0,0.0134393494781543,0,0.364412469253114,0.0683247792304326,1,0.509716004741082
"1519","NLA17_IL-10011",2011025,13435489,"6/16/2017","TPL",41.3928,-87.76008,16.69079,74.4625,0.0179,NA,0,0.206,1070,6.78,NA,6.5,14.3,2.65,NA,6765,2017,"Isolated",7.3152,0.389087868494137,0.0282429924310425,0.265189401231082,0.18460854035427,0.107977650001475,0.0248926980497625,0,1,0.389087868494137
"1520","NLA17_MO-10036",2010764,5105048,"8/16/2017","TPL",40.48484,-93.9513,12.88716,347.68625,0.0022,NA,0,0.046,2148,11.62,NA,1.2,80.8,0.175,NA,68377,2017,"Headwater",NA,0.642362100175277,0,0.249760110462665,0.107911926416812,0,0,0,1,0.642362100175277
"1521","NLA17_NY-10025",2010889,22026848,"9/10/2017","NAP",42.88173,-76.39667,3490.157,6.15875,0.3071,NA,0.002,0.006,469,1.67,NA,50,0.31,7.25,NA,6846,2017,"DrainageLk",91.44,0.188721309451612,0,0,0.202794145254546,0.15613455179403,0.323748741015254,0.128611583289485,6,0.323748741015254
"1522","NLA12_CT-107",7450,7701750,"7/25/2012","NAP",41.3389906,-72.48613163,32.98197277,18,0,0,0,0.012,244,4.36,NA,4.5,4.277333333,2.25,"123017367",68485,2012,"Drainage",4.87656202377324,0.341342064165825,0.224488821630025,0,0.0644592291161528,0.167190207957481,0.202542123463831,0,1,0.341342064165825
"1523","NLA17_IL-10001",2011021,14770206,"6/14/2017","TPL",42.19773,-88.10332,88.50454,22.195,0,NA,0,0.012,771,6.09,NA,9.1,3.42,4.7,NA,6852,2017,"Isolated",10.0584,0,0.0761121498296426,0.540410285333722,0.302569650348051,0.00369262015538887,0.077220644436038,0,3,0.540410285333722
"1524","NLA12_IN-201",8651,10285038,"9/19/2012","TPL",39.17053772,-87.291179,1.586054545,63,1.53,1.579,0.045,0.102,2590,6.68,NA,8.2,24.48,0.55,"155471167",68880,2012,"Drainage",8.2,0.58407065456183,0,0.0535265010273806,0.300164678618526,0,0.0622458614307497,0,1,0.58407065456183
"1525","NLA17_IL-HP001",2010263,14769948,"6/15/2017","TPL",42.31778,-88.226392,19.43267,22.345,0.0806,NA,0,0.023,944,12.52,NA,5.4,3.34,3.15,NA,6901,2017,"Drainage",4.8768,0.351289328730482,0.00376384228079309,0.0751311772004577,0.0905666177109529,0.44142716896442,0.0169155755937234,0.0208988837195531,5,0.44142716896442
"1526","NLA17_MN-HP002",2011467,22190308,"9/12/2017","UMW",47.86235,-94.91158,24.7765,10.95875,0,NA,0,0.012,483,4.86,NA,18.1,1.67,5.325,NA,69323,2017,"Isolated",NA,0,0.131394254388769,0.496737068311528,0,0.264516574649804,0.107365250346255,0,3,0.496737068311528
"1527","NLA12_MN-R01",7432,6654751,"7/24/2012","UMW",46.87323752,-95.73232612,139.0504772,11,0,0,0,0.011,540,5.93,NA,NA,NA,4.35,"86273637",69333,2012,"Isolated",12.3361473083496,0,0,0.488371750247933,0,0.397950240589916,0.113691365846592,0,3,0.488371750247933
"1528","NLA17_MA-HP001",2010389,6106625,"6/27/2017","NAP",42.163341,-73.118017,24.64182,15.29875,4e-04,NA,0,0.008,370,8.52,NA,4.6,16.34,1.66,NA,69499,2017,"DrainageLk",4.26699177080158,0.20767158068886,0.0622612212333476,0,0.0763958254632177,0.248113467230759,0.405562044807189,0,6,0.405562044807189
"1529","NLA17_MI-10005",2011008,3472089,"6/12/2017","UMW",42.18639,-85.57428,131.8145,13.69625,0.0369,NA,0,0.05,823,7.5,NA,4,7.06,1.75,NA,696,2017,"DrainageLk",3.6576,0.145232538123362,0.0766801599502449,0.0662474402841792,0.0100242378719564,0.613275644379291,0.0735379924980212,0.0149967131668411,5,0.613275644379291
"1530","NLA12_IL-105",8556,10284202,"9/13/2012","TPL",39.41011547,-87.80523888,296.1995854,28,0.002,0.002,0,0.009,603,4.94,NA,16.5,12.37333333,1.175,"155469252",7005,2012,"Drainage",14.9,0.528071726631803,0,0.134278400862853,0.293659764556699,0,0.0440045576834345,0,1,0.528071726631803
"1531","NLA17_MN-10193",2010701,4855979,"8/9/2017","UMW",46.43534,-93.93337,3.508788,138.71,0,NA,0,0.019,944,16.84,NA,2.1,40.96,0.475,NA,70068,2017,"Isolated",NA,0.150550341597063,0,0.0691006937539132,0,0.550944440705482,0,0.229404777508251,5,0.550944440705482
"1532","NLA12_MO-122",8289,5639192,"8/29/2012","TPL",40.14196149,-92.57464272,5.282882156,235,0,0,0,0.058,2289,10.57,NA,3.6,86.4,0.51,"66259447",70239,2012,"Isolated",3.6,0.490740447195822,0,0.294596002427466,0.214680200719494,0,0,0,1,0.490740447195822
"1533","NLA12_IL-111",8499,10432788,"9/12/2012","TPL",38.75927501,-88.067551,333.9449364,89,0.005,0.007,0.002,0.011,986,4.77,NA,10,59.36,0.875,"151832691",7034,2012,"DrainageLk",12.192,0.286669782470333,0,0.213461549760403,0.450860457236961,0,0.0490181553351674,0,4,0.450860457236961
"1534","NLA12_IL-109",7446,5913645,"7/25/2012","TPL",39.44330979,-89.95992399,13.15251632,45,0.002,0.002,0,0.0099,705,5,NA,10,33.92,0.875,"154287015",7041,2012,"Isolated",10.668,0.479954722237717,0,0.210201117168203,0.309885944448622,0,0,0,1,0.479954722237717
"1535","NLA12_ME-116",7923,1021724,"8/14/2012","NAP",45.50588593,-69.95373547,13.65672865,13,0.05,0.01,NA,0.02,400,4.8,NA,3,3.461,1.995,"150569674",70496,2012,"Headwater",3,0,0,0,0.175196801179586,0.0968094831280624,0.415727701528093,0.31228106348067,6,0.415727701528093
"1536","NLA17_MI-10141",2010922,6827929,"9/14/2017","UMW",46.59082,-88.08687,38.55807,22.8925,0.0042,NA,0,0.023,501,13.31,NA,4.8,11.25,0.85,NA,70723,2017,"Drainage",NA,0.163159691693726,0,0.118519785767126,0,0.434395359582573,0.270873160963593,0.0130626328685958,5,0.434395359582573
"1537","NLA12_MI-164",1000120,11958922,"8/3/2012","UMW",46.39966736,-87.44973497,12.28863934,47,0.002,0.002,0,0.011,1168,11.86,NA,0.9,25.65333333,0.525,"152512328",70734,2012,"Headwater",3.1,0,0.15985533984069,0.105341891746813,0,0.326024638713584,0.129064808223351,0.27971815027567,5,0.326024638713584
"1538","NLA17_PA-10004",2010935,4753962,"9/20/2017","SAP",40.16179,-79.05238,18.17026,22.70875,0.0257,NA,0.001,0.044,350,2.75,NA,2.2,4.48,2.05,NA,7086,2017,"Drainage",1.5,0.563674652507199,0,0,0,0,0.418753963884669,0.0175813825456743,1,0.563674652507199
"1539","NLA12_CT-104",7091,6147915,"7/11/2012","NAP",41.95084399,-71.9511164,36.73243131,48,0.073,0.075,0.002,0.018,825,4.33,NA,5.7,28.404,1.45,"122365552",7088,2012,"DrainageLk",6.09570252971655,0.413383501566368,0.132340391816562,0,0,0.226453596719248,0.227858195682425,0,1,0.413383501566368
"1540","NLA17_IL-10007",2011321,10145149,"8/14/2017","SAP",37.61538,-88.27512,12.37368,26.02625,0,NA,0,0.011,444,4.45,NA,5.8,18.4,2.35,NA,7109,2017,"Drainage",7.3152,0.510162665523466,0,0,0.223926991987195,0,0.265979502128519,0,1,0.510162665523466
